-5.52	9.645989284273347e-8
-5.51	1.0192908269135293e-7
-5.5	1.0769760042543276e-7
-5.49	1.1378119975034611e-7
-5.48	1.2019642790628252e-7
-5.47	1.2696066368812908e-7
-5.46	1.340921571835475e-7
-5.45	1.4161007130161176e-7
-5.44	1.495345251671597e-7
-5.43	1.5788663945889037e-7
-5.42	1.6668858377222828e-7
-5.41	1.7596362609104592e-7
-5.4	1.857361844555293e-7
-5.39	1.9603188091675724e-7
-5.38	2.0687759787196513e-7
-5.37	2.1830153687797888e-7
-5.36	2.3033328004392108e-7
-5.35	2.430038541080531e-7
-5.34	2.563457973074593e-7
-5.33	2.7039322915329305e-7
-5.32	2.8518192322839815e-7
-5.31	3.007493831283827e-7
-5.3	3.171349216715976e-7
-5.29	3.3437974350798003e-7
-5.28	3.5252703126140445e-7
-5.27	3.7162203534494994e-7
-5.26	3.9171216759348097e-7
-5.25	4.1284709886299984e-7
-5.24	4.3507886075151166e-7
-5.23	4.584619516015337e-7
-5.22	4.830534469499674e-7
-5.21	5.08913114596765e-7
-5.2	5.361035344697623e-7
-5.19	5.64690223469077e-7
-5.18	5.947417654807753e-7
-5.17	6.263299467558902e-7
-5.16	6.595298968575228e-7
-5.15	6.944202353855351e-7
-5.14	7.310832246953489e-7
-5.13	7.696049288345129e-7
-5.12	8.100753789281345e-7
-5.11	8.525887452517859e-7
-5.1	8.972435162383322e-7
-5.09	9.441426846730857e-7
-5.08	9.93393941339912e-7
-5.07	1.0451098763893196e-6
-5.06	1.0994081887082033e-6
-5.05	1.156411903579781e-6
-5.04	1.2162495989313202e-6
-5.03	1.2790556404765763e-6
-5.02	1.3449704260694422e-6
-5.01	1.4141406395950011e-6
-5.	1.4867195147342977e-6
-4.99	1.5628671089492931e-6
-4.98	1.6427505880450743e-6
-4.97	1.7265445216770704e-6
-4.96	1.8144311901820303e-6
-4.95	1.9066009031228108e-6
-4.94	2.003252329948493e-6
-4.93	2.104592843183126e-6
-4.92	2.2108388745684212e-6
-4.91	2.322216284597997e-6
-4.9	2.438960745893357e-6
-4.89	2.5613181408845397e-6
-4.88	2.6895449742715233e-6
-4.87	2.823908800755826e-6
-4.86	2.964688668545278e-6
-4.85	3.1121755791489394e-6
-4.84	3.266672963993275e-6
-4.83	3.428497178405039e-6
-4.82	3.597978013521254e-6
-4.81	3.7754592267013422e-6
-4.8	3.961299091032075e-6
-4.79	4.155870964531201e-6
-4.78	4.359563879671637e-6
-4.77	4.572783153864136e-6
-4.76	4.795951021552522e-6
-4.75	5.029507288592445e-6
-4.74	5.273910009601303e-6
-4.73	5.529636188984061e-6
-4.72	5.797182506357277e-6
-4.71	6.077066067111115e-6
-4.7	6.369825178867102e-6
-4.69	6.6760201546074736e-6
-4.68	6.996234143270393e-6
-4.67	7.331073988623931e-6
-4.66	7.681171117250469e-6
-4.65	8.047182456492309e-6
-4.64	8.429791383228772e-6
-4.63	8.82970870437408e-6
-4.62	9.247673670005617e-6
-4.61	9.684455020051452e-6
-4.6	0.000010140852065486741
-4.59	0.000010617695805008373
-4.58	0.00001111585007817779
-4.57	0.00001163621275604269
-4.56	0.000012179716970268677
-4.55	0.000012747332381833442
-4.54	0.00001334006649035584
-4.53	0.000013958965985154772
-4.52	0.000014605118139152915
-4.51	0.00001527965224676162
-4.5	0.000015983741106905475
-4.49	0.0000167186025523651
-4.48	0.000017485501026639166
-4.47	0.00001828574920954738
-4.46	0.000019120709692817737
-4.45	0.000019991796706922825
-4.44	0.000020900477900450444
-4.43	0.000021848276173316432
-4.42	0.00002283677156514692
-4.41	0.0000238676032001796
-4.4	0.000024942471290053576
-4.39	0.000026063139195878342
-4.38	0.00002723143555099261
-4.37	0.000028449256445844305
-4.36	0.000029718567676442253
-4.35	0.00003104140705785021
-4.34	0.00003241988680421378
-4.33	0.00003385619597682789
-4.32	0.000035352603001773097
-4.31	0.000036911458258666134
-4.3	0.00003853519674208713
-4.29	0.00004022634079726497
-4.28	0.00004198750293161732
-4.27	0.00004382138870375804
-4.26	0.00004573079969160123
-4.25	0.00004771863654120495
-4.24	0.00004978790209801217
-4.23	0.00005194170462215987
-4.22	0.000054183261089540144
-4.21	0.00005651590058030741
-4.2	0.000058943067756539855
-4.19	0.00006146832643076933
-4.18	0.00006409536322710599
-4.17	0.00006682799133669061
-4.16	0.00006967015436921445
-4.15	0.00007262593030225246
-4.14	0.00007569953553016108
-4.13	0.00007889532901429309
-4.12	0.000082217816536286
-4.11	0.00008567165505618201
-4.1	0.00008926165717713293
-4.09	0.00009299279571844573
-4.08	0.00009687020839871926
-4.07	0.00010089920263081441
-4.06	0.00010508526043040028
-4.05	0.00010943404343980055
-4.04	0.00011395139806886461
-4.03	0.00011864336075456597
-4.02	0.00012351616334102346
-4.01	0.00012857623858162083
-4.	0.00013383022576488537
-3.99	0.00013928497646576005
-3.98	0.00014494756042389106
-3.97	0.00015082527155051793
-3.96	0.00015692563406553226
-3.95	0.00016325640876624215
-3.94	0.00016982559942934359
-3.93	0.00017664145934757092
-3.92	0.00018371249800245695
-3.91	0.00019104748787459778
-3.9	0.00019865547139277256
-3.89	0.0002065457680232257
-3.88	0.00021472798150036704
-3.87	0.00022321200720010206
-3.86	0.00023200803965694238
-3.85	0.00024112658022599345
-3.84	0.00025057844489086075
-3.83	0.00026037477221844247
-3.82	0.000270527031461521
-3.81	0.0002810470308099863
-3.8	0.00029194692579146027
-3.79	0.00030323922782200417
-3.78	0.0003149368129075219
-3.77	0.000327052930496375
-3.76	0.00033960121248365445
-3.75	0.0003525956823674454
-3.74	0.00036605076455733534
-3.73	0.0003799812938353214
-3.72	0.0003944025249691566
-3.71	0.0004093301424780788
-3.7	0.0004247802705507518
-3.69	0.0004407694831151325
-3.68	0.00045731481405985675
