-6.869999999999898	9.613489704579778e-9
-6.859999999999898	1.0036452208992115e-8
-6.849999999999898	1.0477650831938438e-8
-6.839999999999899	1.0937854837986887e-8
-6.829999999999899	1.141786419984716e-8
-6.819999999999899	1.1918512365657573e-8
-6.809999999999899	1.244066735843943e-8
-6.7999999999998995	1.2985232415840184e-8
-6.7899999999999	1.3553148200137641e-8
-6.7799999999999	1.4145393337551148e-8
-6.7699999999999	1.4762986489325004e-8
-6.7599999999999	1.540698833374279e-8
-6.7499999999999005	1.607850261999669e-8
-6.739999999999901	1.6778678093348825e-8
-6.729999999999901	1.7508710396764604e-8
-6.719999999999901	1.826984348205087e-8
-6.709999999999901	1.9063371633520954e-8
-6.699999999999902	1.9890643046705355e-8
-6.689999999999902	2.0753058424525478e-8
-6.679999999999902	2.165207695881477e-8
-6.669999999999902	2.2589215944341476e-8
-6.659999999999902	2.3566054143527574e-8
-6.649999999999903	2.4584234081118435e-8
-6.639999999999903	2.5645464444768515e-8
-6.629999999999903	2.675152275805319e-8
-6.619999999999903	2.7904257945996252e-8
-6.6099999999999035	2.910559350374336e-8
-6.599999999999904	3.0357529447936326e-8
-6.589999999999904	3.166214650187167e-8
-6.579999999999904	3.3021608462589154e-8
-6.569999999999904	3.443816578850715e-8
-6.559999999999905	3.591415873164768e-8
-6.549999999999905	3.745202092328819e-8
-6.539999999999905	3.905428297389056e-8
-6.529999999999905	4.0723576184097726e-8
-6.519999999999905	4.2462636478028415e-8
-6.509999999999906	4.4274308447709e-8
-6.499999999999906	4.6161549483297914e-8
-6.489999999999906	4.81274344699984e-8
-6.479999999999906	5.0175159287669924e-8
-6.4699999999999065	5.230804634483712e-8
-6.459999999999907	5.452954953669515e-8
-6.449999999999907	5.684325883372249e-8
-6.439999999999907	5.925290541860804e-8
-6.429999999999907	6.176236711748997e-8
-6.419999999999908	6.437567459568732e-8
-6.409999999999908	6.709701643775254e-8
-6.399999999999908	6.993074544770318e-8
-6.389999999999908	7.288138471927047e-8
-6.379999999999908	7.595363441307619e-8
-6.369999999999909	7.915237832011571e-8
-6.359999999999909	8.248268992234377e-8
-6.349999999999909	8.594984164292554e-8
-6.339999999999909	8.955930973606352e-8
-6.3299999999999095	9.331678426543552e-8
-6.31999999999991	9.7228176055032e-8
-6.30999999999991	1.0129962444617546e-7
-6.29999999999991	1.0553750733890708e-7
-6.28999999999991	1.0994844842526381e-7
-6.2799999999999105	1.1453932787008901e-7
-6.269999999999911	1.1931729109703861e-7
-6.259999999999911	1.2428975875984105e-7
-6.249999999999911	1.294644370081447e-7
-6.239999999999911	1.3484932827103404e-7
-6.229999999999912	1.404527421959843e-7
-6.219999999999912	1.462833065345306e-7
-6.209999999999912	1.5234997995725296e-7
-6.199999999999912	1.5866206308025127e-7
-6.1899999999999125	1.6522921214484362e-7
-6.179999999999913	1.7206145146976912e-7
-6.169999999999913	1.7916918733519256e-7
-6.159999999999913	1.8656322160331942e-7
-6.149999999999913	1.9425476690444012e-7
-6.1399999999999135	2.0225546091022132e-7
-6.129999999999914	2.1057738249048195e-7
-6.119999999999914	2.1923306824545146e-7
-6.109999999999914	2.2823552559228893e-7
-6.099999999999914	2.3759825751308408e-7
-6.089999999999915	2.4733527278985186e-7
-6.079999999999915	2.574611084900462e-7
-6.069999999999915	2.6799084788147623e-7
-6.059999999999915	2.789401408582588e-7
-6.0499999999999154	2.903252245694906e-7
-6.039999999999916	3.0216294200471716e-7
-6.029999999999916	3.1447076893256836e-7
-6.019999999999916	3.272668307068979e-7
-6.009999999999916	3.405699308818359e-7
-5.9999999999999165	3.5439957251487933e-7
-5.989999999999917	3.687759839757679e-7
-5.979999999999917	3.837201449390904e-7
-5.969999999999917	3.992538131048406e-7
-5.959999999999917	4.1539955208634166e-7
-5.949999999999918	4.321807600902019e-7
-5.939999999999918	4.4962169946262874e-7
-5.929999999999918	4.6774752748599343e-7
-5.919999999999918	4.86584328087744e-7
-5.909999999999918	5.061591444209459e-7
-5.899999999999919	5.26500013168745e-7
-5.889999999999919	5.476359991946084e-7
-5.879999999999919	5.695972318748113e-7
-5.869999999999919	5.924149425969573e-7
-5.8599999999999195	6.161215033434941e-7
-5.84999999999992	6.407504667973497e-7
-5.83999999999992	6.663366073190095e-7
-5.82999999999992	6.929159642912379e-7
-5.81999999999992	7.20525885421004e-7
-5.809999999999921	7.492050727031909e-7
-5.799999999999921	7.789936297690329e-7
-5.789999999999921	8.099331098764611e-7
-5.779999999999921	8.420665665965358e-7
-5.769999999999921	8.754386055392873e-7
-5.759999999999922	9.100954380558777e-7
-5.749999999999922	9.460849364017592e-7
-5.739999999999922	9.83456691019307e-7
-5.729999999999922	1.0222620707512132e-6
-5.7199999999999225	1.0625542790039885e-6
-5.709999999999923	1.104388423770966e-6
-5.699999999999923	1.147821579014435e-6
-5.689999999999923	1.1929128484328644e-6
-5.679999999999923	1.2397234414401717e-6
-5.6699999999999235	1.2883167401311706e-6
-5.659999999999924	1.3387583742169978e-6
-5.649999999999924	1.391116297154247e-6
-5.639999999999924	1.4454608647795438e-6
-5.629999999999924	1.5018649161927986e-6
-5.619999999999925	1.560403857884786e-6
-5.609999999999925	1.621155749641413e-6
-5.599999999999925	1.6842013937437038e-6
-5.589999999999925	1.7496244276323788e-6
-5.5799999999999255	1.8175114174018042e-6
-5.569999999999926	1.8879519564663183e-6
-5.559999999999926	1.9610387669421977e-6
-5.549999999999926	2.036867802608658e-6
-5.539999999999926	2.1155383569508014e-6
-5.5299999999999265	2.1971531738471263e-6
-5.519999999999927	2.281818561641489e-6
-5.509999999999927	2.3696445109606455e-6
-5.499999999999927	2.460744816052228e-6
-5.489999999999927	2.5552372000371424e-6
-5.479999999999928	2.6532434438266076e-6
-5.469999999999928	2.754889519332644e-6
-5.459999999999928	2.860305726440736e-6
-5.449999999999928	2.969626834525426e-6
-5.4399999999999284	3.082992227963225e-6
